genome.genome_id	genome.contigs	genome.genome_length	feature.accession	feature.start	feature.end	feature.strand	feature.patric_id	feature.product
1105114.3	1	1279798	NC_017043	217008	218954	-	fig|1105114.3.peg.254	Helicase PriA essential for oriC/DnaA-independent DNA replication
1118062.3	33	1747868	CAHB01000013	166304	167644	-	fig|1118062.3.peg.683	Chromosomal replication initiator protein DnaA
1118062.3	33	1747868	CAHB01000001	69138	71510	-	fig|1118062.3.peg.62	Helicase PriA essential for oriC/DnaA-independent DNA replication
1120978.3	15	1440955	ARFP01000013	115478	116791	-	fig|1120978.3.peg.937	Chromosomal replication initiator protein DnaA
1120978.3	15	1440955	ARFP01000015	22765	25173	-	fig|1120978.3.peg.1324	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121015.4	45	3093011	AVCI01000001	743685	744374	-	fig|1121015.4.peg.687	DnaA inactivator Hda (shorter homolog of DnaA)
1121015.4	45	3093011	AVCI01000003	67991	70186	+	fig|1121015.4.peg.810	Helicase PriA essential for oriC/DnaA-independent DNA replication
1121015.4	45	3093011	AVCI01000004	33900	35261	-	fig|1121015.4.peg.1017	Chromosomal replication initiator protein DnaA
1121280.3	51	4148795	ARGN01000048	118452	119156	-	fig|1121280.3.peg.3112	DnaA inactivator Hda (shorter homolog of DnaA)
1121280.3	51	4148795	ARGN01000047	35252	35842	+	fig|1121280.3.peg.2767	DnaA initiator-associating protein DiaA
1121280.3	51	4148795	ARGN01000049	45821	47227	+	fig|1121280.3.peg.3230	Chromosomal replication initiator protein DnaA
1121280.3	51	4148795	ARGN01000043	115231	117399	+	fig|1121280.3.peg.2194	Helicase PriA essential for oriC/DnaA-independent DNA replication
1122217.3	71	2329946	ARKD01000035	11360	12850	-	fig|1122217.3.peg.260	Chromosomal replication initiator protein DnaA
1122217.3	71	2329946	ARKD01000066	21653	24079	-	fig|1122217.3.peg.1493	Helicase PriA essential for oriC/DnaA-independent DNA replication
1123033.3	89	3172127	ARNF01000085	31795	33189	+	fig|1123033.3.peg.2185	Chromosomal replication initiator protein DnaA
1123033.3	89	3172127	ARNF01000070	7850	10393	-	fig|1123033.3.peg.1237	Helicase PriA essential for oriC/DnaA-independent DNA replication
1131814.3	1	5472264	JAFO01000001	1455061	1455792	-	fig|1131814.3.peg.1366	DnaA inactivator Hda (shorter homolog of DnaA)
1131814.3	1	5472264	JAFO01000001	210509	212689	-	fig|1131814.3.peg.197	Helicase PriA essential for oriC/DnaA-independent DNA replication
1131814.3	1	5472264	JAFO01000001	145699	147150	-	fig|1131814.3.peg.130	Chromosomal replication initiator protein DnaA
1144307.3	99	4479274	AJVL01000068	48597	50015	+	fig|1144307.3.peg.3192	Chromosomal replication initiator protein DnaA
1144307.3	99	4479274	AJVL01000056	48627	50798	-	fig|1144307.3.peg.1917	Helicase PriA essential for oriC/DnaA-independent DNA replication
1144307.3	99	4479274	AJVL01000083	90355	90987	+	fig|1144307.3.peg.3715	Chromosomal replication initiator protein DnaA
1158601.4	7	4626548	ASWA01000002	1761935	1763260	-	fig|1158601.4.peg.1920	Chromosomal replication initiator protein DnaA
1158601.4	7	4626548	ASWA01000005	287020	289422	+	fig|1158601.4.peg.4469	Helicase PriA essential for oriC/DnaA-independent DNA replication
1158608.4	3	3578766	ASVY01000003	527388	529820	-	fig|1158608.4.peg.2634	Helicase PriA essential for oriC/DnaA-independent DNA replication
1158608.4	3	3578766	ASVY01000003	798740	800083	-	fig|1158608.4.peg.2864	Chromosomal replication initiator protein DnaA
1173024.4	34	8076981	ALVT01000010	42373	45018	+	fig|1173024.4.peg.4901	Helicase PriA essential for oriC/DnaA-independent DNA replication
1173024.4	34	8076981	ALVT01000002	460818	462200	-	fig|1173024.4.peg.2774	Chromosomal replication initiator protein DnaA
1197884.5	2	3544508	CM001772	524846	525544	+	fig|1197884.5.peg.501	DnaA inactivator Hda (shorter homolog of DnaA)
1197884.5	2	3544508	CM001772	3332469	3333869	-	fig|1197884.5.peg.3311	Chromosomal replication initiator protein DnaA
1197884.5	2	3544508	CM001772	3106101	3108341	+	fig|1197884.5.peg.3107	Helicase PriA essential for oriC/DnaA-independent DNA replication
1207055.3	219	4776810	AYOY01000016	6015	8186	+	fig|1207055.3.peg.418	Helicase PriA essential for oriC/DnaA-independent DNA replication
1207055.3	219	4776810	AYOY01000189	2504	3163	+	fig|1207055.3.peg.3857	Chromosomal replication initiator protein DnaA
1207055.3	219	4776810	AYOY01000164	14788	16170	+	fig|1207055.3.peg.3034	Chromosomal replication initiator protein DnaA
1220574.3	94	4915471	BANS01000017	79747	81714	-	fig|1220574.3.peg.2000	Helicase PriA essential for oriC/DnaA-independent DNA replication
1220574.3	94	4915471	BANS01000031	61576	63111	-	fig|1220574.3.peg.3214	Chromosomal replication initiator protein DnaA
1223521.5	34	3505986	BBJX01000009	65146	65844	+	fig|1223521.5.peg.2194	DnaA inactivator Hda (shorter homolog of DnaA)
1223521.5	34	3505986	BBJX01000013	72563	74686	-	fig|1223521.5.peg.2699	Helicase PriA essential for oriC/DnaA-independent DNA replication
1223521.5	34	3505986	BBJX01000007	163588	164181	+	fig|1223521.5.peg.1917	DnaA initiator-associating protein DiaA
1223521.5	34	3505986	BBJX01000002	221685	223106	-	fig|1223521.5.peg.561	Chromosomal replication initiator protein DnaA
1262737.3	168	5024697	HF991091	83373	84260	-	fig|1262737.3.peg.2800	Chromosomal replication initiator protein DnaA
1262737.3	168	5024697	HF990978	21834	24290	+	fig|1262737.3.peg.173	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262737.3	168	5024697	HF991091	82810	83376	-	fig|1262737.3.peg.2799	Chromosomal replication initiator protein DnaA
1262843.3	76	1915398	FR902310	57699	60008	+	fig|1262843.3.peg.1463	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262843.3	76	1915398	FR902312	109070	109963	+	fig|1262843.3.peg.1659	Chromosomal replication initiator protein DnaA
1262962.3	121	2531194	FR890710	51479	52840	+	fig|1262962.3.peg.773	Chromosomal replication initiator protein DnaA
1262962.3	121	2531194	FR890738	60264	61235	+	fig|1262962.3.peg.1491	Helicase PriA essential for oriC/DnaA-independent DNA replication
1262962.3	121	2531194	FR890738	58717	60300	+	fig|1262962.3.peg.1490	Helicase PriA essential for oriC/DnaA-independent DNA replication
1268622.3	129	5006165	BANP01000007	185848	186540	+	fig|1268622.3.peg.655	DnaA inactivator Hda (shorter homolog of DnaA)
1268622.3	129	5006165	BANP01000010	54836	56257	+	fig|1268622.3.peg.858	Chromosomal replication initiator protein DnaA
1268622.3	129	5006165	BANP01000094	23429	25555	-	fig|1268622.3.peg.3524	Helicase PriA essential for oriC/DnaA-independent DNA replication
1268622.3	129	5006165	BANP01000043	1741	2325	+	fig|1268622.3.peg.2505	DnaA initiator-associating protein DiaA
1280688.3	17	3270570	AUJB01000015	68530	70761	-	fig|1280688.3.peg.2553	Helicase PriA essential for oriC/DnaA-independent DNA replication
1280688.3	17	3270570	AUJB01000009	44472	45854	-	fig|1280688.3.peg.1314	Chromosomal replication initiator protein DnaA
1293045.4	7	4742254	LFYT01000007	280740	281426	+	fig|1293045.4.peg.260	DnaA inactivator Hda (shorter homolog of DnaA)
1293045.4	7	4742254	LFYT01000006	380758	381456	-	fig|1293045.4.peg.3281	DnaA initiator-associating protein DiaA
1293045.4	7	4742254	LFYT01000006	606106	607515	+	fig|1293045.4.peg.3541	Helicase PriA essential for oriC/DnaA-independent DNA replication
1293045.4	7	4742254	LFYT01000001	221471	223573	+	fig|1293045.4.peg.4236	Helicase PriA essential for oriC/DnaA-independent DNA replication
1293045.4	7	4742254	LFYT01000001	390159	391559	-	fig|1293045.4.peg.4426	Chromosomal replication initiator protein DnaA
1303692.3	1	7905758	CP005080	1131651	1133825	-	fig|1303692.3.peg.1004	Helicase PriA essential for oriC/DnaA-independent DNA replication
1303692.3	1	7905758	CP005080	4029457	4031280	-	fig|1303692.3.peg.3583	Chromosomal replication initiator protein DnaA
1329640.3	275	3826243	JRAS01000039	14409	16256	+	fig|1329640.3.peg.541	Helicase PriA essential for oriC/DnaA-independent DNA replication
1329640.3	275	3826243	JRAS01000199	3043	4401	+	fig|1329640.3.peg.2691	Chromosomal replication initiator protein DnaA
1736350.3	3	3871084	LMPM01000002	107377	108747	-	fig|1736350.3.peg.2827	Chromosomal replication initiator protein DnaA
1736350.3	3	3871084	LMPM01000001	1810736	1812907	-	fig|1736350.3.peg.1769	Helicase PriA essential for oriC/DnaA-independent DNA replication
1385664.3	4	4360029	CP010054	3296066	3297568	-	fig|1385664.3.peg.2865	Chromosomal replication initiator protein DnaA
1385664.3	4	4360029	CP010054	3233624	3236164	+	fig|1385664.3.peg.2813	Helicase PriA essential for oriC/DnaA-independent DNA replication
1403540.3	433	5921097	AZQX01000127	9522	10223	-	fig|1403540.3.peg.2054	DnaA inactivator Hda (shorter homolog of DnaA)
1403540.3	433	5921097	AZQX01000013	45193	45894	+	fig|1403540.3.peg.318	DnaA inactivator Hda (shorter homolog of DnaA)
1403540.3	433	5921097	AZQX01000191	12557	13417	+	fig|1403540.3.peg.3124	Chromosomal replication initiator protein DnaA
1403540.3	433	5921097	AZQX01000360	13780	14373	+	fig|1403540.3.peg.5501	DnaA initiator-associating protein DiaA
1403540.3	433	5921097	AZQX01000426	2554	3267	+	fig|1403540.3.peg.6367	Chromosomal replication initiator protein DnaA
1403540.3	433	5921097	AZQX01000426	3246	4022	+	fig|1403540.3.peg.6368	Chromosomal replication initiator protein DnaA
1403540.3	433	5921097	AZQX01000161	44	1030	+	fig|1403540.3.peg.2623	Helicase PriA essential for oriC/DnaA-independent DNA replication
1403540.3	433	5921097	AZQX01000191	11949	12557	+	fig|1403540.3.peg.3123	Chromosomal replication initiator protein DnaA
1469245.3	114	3460162	JFBG01000061	60379	61299	-	fig|1469245.3.peg.3021	DnaA inactivator Hda (shorter homolog of DnaA)
1469245.3	114	3460162	JFBG01000016	40479	41834	-	fig|1469245.3.peg.1172	Chromosomal replication initiator protein DnaA
1469245.3	114	3460162	JFBG01000054	24824	27187	-	fig|1469245.3.peg.2686	Helicase PriA essential for oriC/DnaA-independent DNA replication
189381.12	11	4312088	LGUE01000001	1346414	1348831	-	fig|189381.12.peg.1503	Helicase PriA essential for oriC/DnaA-independent DNA replication
189381.12	11	4312088	LGUE01000008	590793	592139	+	fig|189381.12.peg.3741	Chromosomal replication initiator protein DnaA
1603293.4	17	3971755	JYGZ01000006	368591	371044	-	fig|1603293.4.peg.3114	Helicase PriA essential for oriC/DnaA-independent DNA replication
1603293.4	17	3971755	JYGZ01000007	1879	3306	-	fig|1603293.4.peg.3118	Chromosomal replication initiator protein DnaA
1736346.3	16	4350923	LMRT01000014	389361	390056	+	fig|1736346.3.peg.2878	Chromosomal replication initiator protein DnaA
1736346.3	16	4350923	LMRT01000001	1087374	1088936	-	fig|1736346.3.peg.1011	Chromosomal replication initiator protein DnaA
1736346.3	16	4350923	LMRT01000016	185399	187585	+	fig|1736346.3.peg.3961	Helicase PriA essential for oriC/DnaA-independent DNA replication
1736409.3	21	4650914	LMSN01000002	105115	107127	+	fig|1736409.3.peg.834	Helicase PriA essential for oriC/DnaA-independent DNA replication
1736409.3	21	4650914	LMSN01000016	139247	140692	+	fig|1736409.3.peg.2837	Chromosomal replication initiator protein DnaA
246787.4	1	7084828	CP012801	1821377	1822765	+	fig|246787.4.peg.1654	Chromosomal replication initiator protein DnaA
246787.4	1	7084828	CP012801	4406860	4409331	+	fig|246787.4.peg.3504	Helicase PriA essential for oriC/DnaA-independent DNA replication
198422.3	78	345965	JPSQ01000068	2	784	+	fig|198422.3.peg.312	Chromosomal replication initiator protein DnaA
198422.3	78	345965	JPSQ01000020	266	2602	+	fig|198422.3.peg.93	Helicase PriA essential for oriC/DnaA-independent DNA replication
324831.13	1	1894360	NC_008530	132	1496	+	fig|324831.13.peg.1	Chromosomal replication initiator protein DnaA
324831.13	1	1894360	NC_008530	736365	738761	+	fig|324831.13.peg.742	Helicase PriA essential for oriC/DnaA-independent DNA replication
34007.4	187	5500748	JRKO01000040	24186	24875	-	fig|34007.4.peg.3592	DnaA inactivator Hda (shorter homolog of DnaA)
34007.4	187	5500748	JRKO01000022	47359	48732	-	fig|34007.4.peg.2336	Chromosomal replication initiator protein DnaA
34007.4	187	5500748	JRKO01000011	57275	59476	-	fig|34007.4.peg.1282	Helicase PriA essential for oriC/DnaA-independent DNA replication
34007.4	187	5500748	JRKO01000011	57111	57239	-	fig|34007.4.peg.1281	Helicase PriA essential for oriC/DnaA-independent DNA replication
388413.5	12	4776234	NZ_AAXU01000004	646804	649323	-	fig|388413.5.peg.3019	Helicase PriA essential for oriC/DnaA-independent DNA replication
388413.5	12	4776234	NZ_AAXU01000003	179600	181018	+	fig|388413.5.peg.1855	Chromosomal replication initiator protein DnaA
39960.3	22	3213871	JMIX01000007	101660	102223	-	fig|39960.3.peg.1679	DnaA inactivator Hda (shorter homolog of DnaA)
39960.3	22	3213871	JMIX01000010	68108	69565	-	fig|39960.3.peg.2346	Chromosomal replication initiator protein DnaA
39960.3	22	3213871	JMIX01000007	74208	76376	+	fig|39960.3.peg.1652	Helicase PriA essential for oriC/DnaA-independent DNA replication
445975.6	35	2475429	NZ_DS995476	276340	277491	-	fig|445975.6.peg.1114	Helicase PriA essential for oriC/DnaA-independent DNA replication
445975.6	35	2475429	NZ_DS995479	110341	111468	-	fig|445975.6.peg.1590	Chromosomal replication initiator protein DnaA
255470.8	1	1395502	NC_007356	243528	245975	-	fig|255470.8.peg.232	Helicase PriA essential for oriC/DnaA-independent DNA replication
255470.8	1	1395502	NC_007356	261	1595	+	fig|255470.8.peg.1	Chromosomal replication initiator protein DnaA
246194.6	1	2401520	NC_007503	1325386	1327542	-	fig|246194.6.peg.1425	Helicase PriA essential for oriC/DnaA-independent DNA replication
246194.6	1	2401520	NC_007503	2399937	2401301	-	fig|246194.6.peg.2557	Chromosomal replication initiator protein DnaA
247156.8	3	6292344	NC_006361	3822452	3824662	-	fig|247156.8.peg.3656	Helicase PriA essential for oriC/DnaA-independent DNA replication
247156.8	3	6292344	NC_006361	1	1989	+	fig|247156.8.peg.1	Chromosomal replication initiator protein DnaA
29581.5	44	6212741	JFYR01000001	280028	280696	-	fig|29581.5.peg.256	DnaA inactivator Hda (shorter homolog of DnaA)
29581.5	44	6212741	JFYR01000012	30930	31526	+	fig|29581.5.peg.2658	DnaA initiator-associating protein DiaA
29581.5	44	6212741	JFYR01000013	89134	91257	+	fig|29581.5.peg.3451	Helicase PriA essential for oriC/DnaA-independent DNA replication
29581.5	44	6212741	JFYR01000016	29212	30606	+	fig|29581.5.peg.3628	Chromosomal replication initiator protein DnaA
264202.11	2	1173791	NC_007899	627434	628678	-	fig|264202.11.peg.561	Chromosomal replication initiator protein DnaA
264202.11	2	1173791	NC_007899	742836	744188	+	fig|264202.11.peg.667	Chromosomal replication initiator protein DnaA
264202.11	2	1173791	NC_007899	202543	204657	-	fig|264202.11.peg.177	Helicase PriA essential for oriC/DnaA-independent DNA replication
367299.4	97	3985545	JOEE01000002	467263	468789	-	fig|367299.4.peg.1133	Chromosomal replication initiator protein DnaA
367299.4	97	3985545	JOEE01000005	53054	55105	+	fig|367299.4.peg.2118	Helicase PriA essential for oriC/DnaA-independent DNA replication
272559.17	2	5241700	NC_003228	4268926	4270356	+	fig|272559.17.peg.3691	Chromosomal replication initiator protein DnaA
272559.17	2	5241700	NC_003228	4738766	4741282	-	fig|272559.17.peg.4127	Helicase PriA essential for oriC/DnaA-independent DNA replication
391613.3	15	4209812	NZ_ABCL01000003	206339	207016	+	fig|391613.3.peg.1484	DnaA inactivator Hda (shorter homolog of DnaA)
391613.3	15	4209812	NZ_ABCL01000007	187921	190086	+	fig|391613.3.peg.2993	Helicase PriA essential for oriC/DnaA-independent DNA replication
391613.3	15	4209812	NZ_ABCL01000005	97136	98482	-	fig|391613.3.peg.2201	Chromosomal replication initiator protein DnaA
395494.4	1	3162471	NC_014394	641175	641843	+	fig|395494.4.peg.616	DnaA inactivator Hda (shorter homolog of DnaA)
395494.4	1	3162471	NC_014394	219447	221621	+	fig|395494.4.peg.186	Helicase PriA essential for oriC/DnaA-independent DNA replication
395494.4	1	3162471	NC_014394	3108634	3109221	+	fig|395494.4.peg.2935	DnaA initiator-associating protein DiaA
395494.4	1	3162471	NC_014394	90	1445	+	fig|395494.4.peg.1	Chromosomal replication initiator protein DnaA
28095.12	5	8899459	CP009323	2244862	2245587	-	fig|28095.12.peg.2195	DnaA inactivator Hda (shorter homolog of DnaA)
28095.12	5	8899459	CP009323	1509614	1511197	+	fig|28095.12.peg.1486	Chromosomal replication initiator protein DnaA
28095.12	5	8899459	CP009323	1765895	1766479	+	fig|28095.12.peg.1728	DnaA initiator-associating protein DiaA
28095.12	5	8899459	CP009323	1613275	1615527	+	fig|28095.12.peg.1584	Helicase PriA essential for oriC/DnaA-independent DNA replication
431269.3	21	6265049	JTJW01000006	965702	967702	+	fig|431269.3.peg.3125	Helicase PriA essential for oriC/DnaA-independent DNA replication
431269.3	21	6265049	JTJW01000001	138658	140181	+	fig|431269.3.peg.141	Chromosomal replication initiator protein DnaA
282197.4	27	3660824	CXPG01000013	143138	143731	+	fig|282197.4.peg.1165	DnaA inactivator Hda (shorter homolog of DnaA)
282197.4	27	3660824	CXPG01000009	156328	158526	-	fig|282197.4.peg.217	Helicase PriA essential for oriC/DnaA-independent DNA replication
282197.4	27	3660824	CXPG01000020	283084	284478	-	fig|282197.4.peg.2288	Chromosomal replication initiator protein DnaA
457396.3	29	3835902	NZ_EQ999776	12850	14205	-	fig|457396.3.peg.3332	Chromosomal replication initiator protein DnaA
457396.3	29	3835902	NZ_EQ999773	2035450	2037648	-	fig|457396.3.peg.1732	Helicase PriA essential for oriC/DnaA-independent DNA replication
292563.3	1	3163381	CP003940	924866	927490	+	fig|292563.3.peg.871	Helicase PriA essential for oriC/DnaA-independent DNA replication
330734.3	1	3998597	CP011494	1535551	1536267	+	fig|330734.3.peg.1436	DnaA inactivator Hda (shorter homolog of DnaA)
330734.3	1	3998597	CP011494	888557	889147	-	fig|330734.3.peg.854	DnaA initiator-associating protein DiaA
330734.3	1	3998597	CP011494	190	1629	+	fig|330734.3.peg.1	Chromosomal replication initiator protein DnaA
330734.3	1	3998597	CP011494	800335	802473	-	fig|330734.3.peg.782	Helicase PriA essential for oriC/DnaA-independent DNA replication
377431.3	47	2538957	NZ_AASE01000005	59836	60324	-	fig|377431.3.peg.905	Chromosomal replication initiator protein DnaA
377431.3	47	2538957	NZ_AASE01000004	77279	79711	-	fig|377431.3.peg.770	Helicase PriA essential for oriC/DnaA-independent DNA replication
